ID,FirstName,City,State,Country
879,Krystina,,,Russian Federation
880,Meggie,,,Fiji
881,Shaylee,,,Argentina
882,Gardner,,,Uzbekistan
883,Buddy,,,Guinea-Bissau
884,Javier,,,Gibraltar
885,Donato,,,Poland
886,Anthony,,,Turkey
887,Newton,,,Zimbabwe
888,Augustus,,,Czechia
889,Francisco,,,Niger
890,Antoinette,,,Kazakhstan
891,Allene,,,Guinea-Bissau
892,Ruth,,,Chad
893,Anthony,,,Yemen
894,Kayla,,,Gambia
895,Alexandrine,,,Russian Federation
896,Reba,,,Finland
897,Christopher,,,Guyana
898,London,,,Brunei Darussalam
899,Reid,,,Indonesia
900,Francesca,,,Saint Barthélemy
901,Shannon,,,Saint Martin (French part)
902,Hertha,,,Guernsey
903,Jaden,,,Maldives
904,Mary,,,Germany
905,Patricia,,,Poland
906,Lindsay,,,Yemen
907,Billie,,,Niger
908,Marian,,,Bolivia (Plurinational State of)
909,Ulises,,,Norway
910,Adolph,,,Indonesia
911,Ariane,,,Zambia
912,Geraldine,,,Switzerland
913,Elizabeth,,,Macao
914,Candice,,,Grenada
915,Ruthe,,,Bosnia and Herzegovina
916,Maxime,,,Nepal
917,Sydnie,,,Bouvet Island
918,Charlie,,,Thailand
919,Bailee,,,"Congo, Democratic Republic of the"
920,Emmet,,,Zimbabwe
921,Nash,,,"Palestine, State of"
922,Emmalee,,,Afghanistan
923,Dorothy,,,Israel
924,Willy,,,Micronesia (Federated States of)
925,Philip,,,Israel
926,Elias,Toledo,South Carolina,United States of America
927,Candido,,,Bhutan
928,Michel,,,Pakistan
929,Aurelio,,,Saudi Arabia
930,Florian,,,Saudi Arabia
931,Irving,,,Cuba
932,Francesco,,,Spain
933,Jayda,,,Andorra
934,Keaton,,,Egypt
935,Astrid,,,Somalia
936,Ruthe,,,Namibia
937,Liliana,,,Cabo Verde
938,Jessie,,,Bermuda
939,Rosie,,,Israel
940,Madisyn,,,Burundi
941,Rosalee,,,Lao People's Democratic Republic
942,Ezekiel,,,Malawi
943,Dimitri,,,Uruguay
944,Austen,,,Mauritius
945,Carter,,,Cook Islands
946,Watson,,,Syrian Arab Republic
947,Joel,,,Argentina
948,Vincent,,,Burundi
949,Precious,,,Oman
950,Aron,,,Philippines
951,Ryder,,,Slovenia
952,Rosella,,,Eritrea
953,Deja,,,Comoros
954,Florian,,,Libya
955,Mark,,,Egypt
956,Caesar,,,Honduras
957,Mattie,,,Comoros
958,Ernestina,,,Svalbard and Jan Mayen
959,Dax,,,Solomon Islands
960,Allen,,,Saudi Arabia
961,Zora,,,Namibia
962,Raven,,,Cyprus
963,Adaline,,,Georgia
964,Amparo,,,Gibraltar
965,Alivia,,,Gabon
966,Coty,,,Bosnia and Herzegovina
967,Myah,,,Bouvet Island
968,Bradly,,,Martinique
969,Pamela,,,Antarctica
970,Reynold,,,Gibraltar
971,Mario,,,Guatemala
972,Garry,,,Ethiopia
973,Mittie,,,Qatar
974,Josefina,,,Montenegro
975,Claud,,,Virgin Islands (British)
976,Amalia,,,Belgium
977,Mackenzie,,,Northern Mariana Islands
978,Octavia,,,Papua New Guinea
979,Felicia,,,American Samoa
980,Estel,,,Libya
981,Deborah,,,American Samoa
982,Kariane,,,Finland
983,Ethan,,,Western Sahara
984,Baylee,,,Holy See
985,Danny,,,Andorra
986,Tom,,,Mozambique
987,Guiseppe,,,Botswana
988,Angelina,,,China
989,Amy,,,Lao People's Democratic Republic
990,Leola,,,Virgin Islands (U.S.)
991,Juvenal,,,Cyprus
992,Dan,,,Iran (Islamic Republic of)
993,Jazmin,,,New Zealand
994,Ransom,,,Tokelau
995,Brando,,,Cocos (Keeling) Islands
996,Itzel,,,Brazil
997,Adrien,,,Pitcairn
998,Alycia,,,Svalbard and Jan Mayen
999,Dawson,,,Tuvalu
1000,Candida,,,Pakistan
1001,Joelle,,,Niue
1002,Arnold,,,Jersey
1003,Furman,,,"Congo, Democratic Republic of the"
1004,Joany,,,Malawi
1005,Adelia,,,Namibia
1006,Rosendo,,,Kiribati
1007,Elbert,,,Papua New Guinea
1008,Celestino,,,Jamaica
1009,Amy,,,Switzerland
1010,Coleman,,,Gibraltar
1011,Abel,,,Aruba
1012,Claud,,,Micronesia (Federated States of)
1013,Tod,,,Antarctica
1014,Rosario,,,Guinea-Bissau
1015,Doug,,,Thailand
1016,Pinkie,,,Western Sahara
1017,Dameon,,,Argentina
1018,Pasquale,,,Saint Lucia
1019,Garnet,,,Virgin Islands (British)
1020,Jordyn,,,Sint Maarten (Dutch part)
1021,Tillman,,,Gabon
1022,Sylvester,,,Cambodia
1023,Eddie,,,Norfolk Island
1024,Kraig,,,Hong Kong
1025,Alexys,,,Algeria
1026,Miracle,,,Virgin Islands (U.S.)
1027,Theron,,,Algeria
1028,Althea,,,Egypt
1029,Marcellus,,,Uganda
1030,Rigoberto,,,Serbia
1031,Lacey,,,Chile
1032,Maude,,,Vanuatu
1033,Kirstin,,,Turkmenistan
1034,Miller,,,Antarctica
1035,Marjory,,,Costa Rica
1036,Brenda,,,Serbia
1037,Adrienne,,,Panama
1038,Percy,,,Armenia
1039,Rodrick,,,Indonesia
1040,Clare,,,Angola
1041,Sanford,,,Andorra
1042,Magdalena,,,Gabon
1043,Jean,,,India
1044,Sim,,,Guatemala
1045,Stuart,,,"Saint Helena, Ascension and Tristan da Cunha"
1046,Larue,,,Algeria
1047,Korey,,,Bangladesh
1048,Guy,,,Kenya
1049,Jamarcus,,,Argentina
1050,Yoshiko,,,Haiti
1051,Jennifer,,,Jordan
1052,Janet,,,Israel
1053,Arvel,,,Papua New Guinea
1054,Adolfo,,,Korea (Democratic People's Republic of)
1055,Ardella,,,Austria
1056,Ava,,,Iraq
1057,Brice,,,Korea (Democratic People's Republic of)
1058,Kaitlyn,,,Sudan
1059,Adolfo,,,Kiribati
1060,Elna,,,Gabon
1061,Ansel,,,Cyprus
1062,Karley,,,South Georgia and the South Sandwich Islands
1063,Hector,,,Montserrat
1064,Graham,,,Eritrea
1065,Jaquan,,,Marshall Islands
1066,Samir,,,Malta
1067,Jerome,,,Eswatini
1068,Irma,,,Switzerland
1069,Brenden,,,Ethiopia
1070,Nia,,,Serbia
1071,Lesley,,,Côte d'Ivoire
1072,Susan,,,Slovenia
1073,Justus,,,Denmark
1074,Keshaun,,,Samoa
1075,Marion,,,Mexico
1076,Stanton,,,Argentina
1077,Eleanore,,,Samoa
1078,Stanton,,,Nicaragua
1079,Aliyah,,,Ghana
1080,Pearlie,Durham,Texas,United States of America
1081,Maida,,,Barbados
1082,Carlos,,,Guyana
1083,Bradley,,,United Arab Emirates
1084,Milan,,,Montserrat
1085,Elva,,,South Sudan
1086,Verlie,,,Isle of Man
1087,Percy,,,Aruba
1088,Maida,,,Switzerland
1089,Furman,,,Hungary
1090,Braden,,,India
1091,Coby,,,Italy
1092,Murl,,,Ghana
1093,Gunnar,,,Bangladesh
1094,Diana,,,Malaysia
1095,Noe,,,Gambia
1096,Rachael,,,Slovakia
1097,Emerson,,,Bulgaria
1098,Salvador,,,Andorra
1099,Tatum,,,Iraq
1100,Karianne,,,Kyrgyzstan
1101,Davion,,,Lao People's Democratic Republic
1102,Emelia,,,Algeria
1103,Wyman,,,Latvia
1104,Althea,,,Turks and Caicos Islands
1105,Cassandre,,,Bahamas
1106,Brook,,,Nigeria
1107,Maybell,,,El Salvador
1108,Rollin,,,Northern Mariana Islands
1109,Letitia,,,Brunei Darussalam
1110,Baron,,,Kenya
1111,Merlin,,,Haiti
1112,Rozella,,,Barbados
1113,Lafayette,,,Micronesia (Federated States of)
1114,Dee,,,India
1115,Shania,,,Egypt
1116,Skyla,,,Russian Federation
1117,Casimer,,,Albania
1118,Destinee,,,United Arab Emirates
1119,Sebastian,,,Korea (Democratic People's Republic of)
1120,Catherine,,,Equatorial Guinea
1121,Holly,,,Denmark
1122,Etha,,,Syrian Arab Republic
1123,Gilberto,,,Gibraltar
1124,Carissa,,,Seychelles
1125,Shannon,,,Martinique
1126,Lloyd,,,Bangladesh
1127,Jerald,,,Macao
1128,Virgil,,,"Congo, Democratic Republic of the"
1129,Stefan,,,Pakistan
1130,Devante,,,Puerto Rico
1131,Emilia,,,New Caledonia
1132,Darrion,,,Rwanda
1133,Delilah,,,Monaco
1134,Reta,,,El Salvador
1135,Bryon,,,Jersey
1136,Delta,,,Saint Martin (French part)
1137,Peter,,,Cocos (Keeling) Islands
1138,Brenda,,,Denmark
1139,Simone,,,Israel
1140,Kayla,,,Kenya
1141,Dameon,,,Portugal
1142,Titus,,,Singapore
1143,Brandi,,,"Palestine, State of"
1144,Dominic,,,"Congo, Democratic Republic of the"
1145,Lillie,,,China
1146,Elliott,,,Turkey
1147,Clarissa,,,"Tanzania, United Republic of"
1148,Dedric,,,Virgin Islands (U.S.)
1149,Jarrell,,,Mali
1150,Oscar,,,Malawi
1151,Kaelyn,,,Virgin Islands (British)
1152,Eldora,,,Kazakhstan
1153,Nyasia,,,Belize
1154,Daija,,,Lithuania
1155,Aron,,,Switzerland
1156,Felton,,,Panama
1157,Anibal,,,Kyrgyzstan
1158,Torey,,,Tunisia
1159,German,,,Libya
1160,Jermey,,,El Salvador
1161,Maxine,,,New Zealand
1162,Kayley,,,Georgia
1163,Maximus,,,Afghanistan
1164,Samanta,,,Antarctica
1165,Fabiola,,,Yemen
1166,Oscar,,,Comoros
1167,Eleanora,,,Nigeria
1168,Audrey,,,Kenya
1169,Mortimer,,,Ghana
1170,Micah,,,Azerbaijan
1171,Petra,,,French Southern Territories
1172,Priscilla,,,Isle of Man
1173,Margarette,,,Cabo Verde
1174,Freida,,,Gambia
1175,Dora,,,Marshall Islands
1176,Sonya,,,Belarus
1177,Ahmad,,,Zambia
1178,Dwight,,,Saint Martin (French part)
1179,Eugene,,,Kiribati
1180,Kassandra,,,Syrian Arab Republic
1181,Frankie,,,Brunei Darussalam
1182,Hellen,,,Canada
1183,Trever,,,Uganda
1184,Kaitlin,,,"Korea, Republic of"
1185,Ada,,,New Caledonia
1186,Myra,,,Qatar
1187,Nat,,,Qatar
1188,Cleta,,,Saint Kitts and Nevis
1189,Geo,,,Netherlands
1190,Gabrielle,,,Samoa
1191,Virginia,,,Somalia
1192,Lacy,,,French Southern Territories
1193,Sonya,,,Zimbabwe
1194,Enoch,,,Lithuania
1195,Madison,,,"Congo, Democratic Republic of the"
1196,Rosetta,,,Ireland
1197,Willis,,,Yemen
1198,Baylee,,,Kyrgyzstan
1199,Dawn,,,Montenegro
1200,Adrain,,,Angola
1201,Golden,,,Czechia
1202,Schuyler,,,Christmas Island
1203,Milo,,,Åland Islands
1204,Shemar,,,Palau
1205,Issac,,,Djibouti
1206,Providenci,,,Dominican Republic
1207,Lorenzo,,,Nigeria
1208,May,,,Bolivia (Plurinational State of)
1209,Brandon,,,Maldives
1210,Dayana,,,Mayotte
1211,Clemens,,,Montenegro
1212,Dwight,,,Palau
1213,Alice,,,Cabo Verde
1214,Alvena,,,Congo
1215,Jeanette,,,Turkey
1216,Kathryne,,,Tajikistan
1217,Gerhard,,,Andorra
1218,Hillary,,,Dominican Republic
1219,Jamison,,,Tonga
1220,Dimitri,,,Papua New Guinea
1221,Alfonso,,,Honduras
1222,Manuela,,,Madagascar
1223,Evert,,,Niue
1224,Carmel,,,Christmas Island
1225,Israel,,,Burundi
1226,Price,,,Bouvet Island
1227,Frida,,,Virgin Islands (U.S.)
1228,Leora,,,"Korea, Republic of"
1229,Gus,,,Saint Pierre and Miquelon
1230,Ruth,,,Barbados
1231,Marcos,,,El Salvador
1232,Griffin,,,Switzerland
1233,Jules,,,Tonga
1234,Pedro,,,Spain
1235,Christophe,,,Kiribati
1236,Genoveva,,,Botswana
1237,Golden,Henderson,Kansas,United States of America
1238,Connor,,,Tajikistan
1239,Leanne,,,Fiji
1240,Kelton,,,Belgium
1241,Madilyn,,,Togo
1242,Doug,,,Poland
1243,Jackson,,,Portugal
1244,Travon,,,Estonia
1245,Emiliano,,,Curaçao
1246,Judge,,,Montserrat
1247,Lottie,,,Central African Republic
1248,Delores,,,Russian Federation
1249,Rosemarie,,,"Tanzania, United Republic of"
1250,Connie,,,Kiribati
1251,Brooke,,,Bahrain
1252,Dominique,,,Turkmenistan
1253,Llewellyn,,,Cuba
1254,Hiram,,,Åland Islands
1255,Norval,,,United Kingdom of Great Britain and Northern Ireland
1256,Montana,,,Côte d'Ivoire
1257,Patrick,,,Pitcairn
1258,Reece,,,Marshall Islands
1259,Green,,,Thailand
1260,Reyna,,,Andorra
1261,Paige,,,Uganda
1262,Merritt,,,Heard Island and McDonald Islands
1263,Myah,,,Afghanistan
1264,Reyna,,,Tajikistan
1265,Sonny,,,Sweden
1266,Lauretta,,,Portugal
1267,Kyle,,,Niue
1268,Gertrude,,,Western Sahara
1269,Vaughn,,,Norfolk Island
1270,Nolan,,,Saint Lucia
1271,Flo,,,Belize
1272,Amya,,,Jersey
1273,Rhianna,,,Rwanda
1274,Janis,,,Lesotho
1275,Winfield,,,Cocos (Keeling) Islands
1276,Annabell,,,Réunion
1277,Andre,,,Svalbard and Jan Mayen
1278,Eloisa,,,Madagascar
1279,Stephanie,,,Guinea
1280,Kristopher,,,Sudan
1281,Price,,,Mongolia
1282,Jamie,,,Algeria
1283,Madisyn,,,Eswatini
1284,Alexa,,,Western Sahara
1285,Nicolas,,,Antigua and Barbuda
1286,Bradley,,,Peru
1287,Kayli,,,Antigua and Barbuda
1288,Odell,,,Cuba
1289,Travon,,,Ecuador
1290,Luisa,,,Maldives
1291,Eleazar,,,Congo
1292,Shane,,,United Kingdom of Great Britain and Northern Ireland
1293,Bradford,,,Mali
1294,Ernie,,,Dominican Republic
1295,Edna,,,Congo
1296,Kurtis,,,Martinique
1297,Aliza,,,Cuba
1298,Rosina,,,Fiji
1299,Karine,,,Norfolk Island
1300,Augustine,,,Bangladesh
1301,Doyle,,,"Congo, Democratic Republic of the"
1302,Kaitlyn,,,Saudi Arabia
1303,Monica,,,North Macedonia
1304,Dane,,,United Kingdom of Great Britain and Northern Ireland
1305,Ryder,,,Trinidad and Tobago
1306,Ivy,,,New Zealand
1307,Uriah,,,Chile
1308,Reva,,,Cook Islands
1309,Corine,,,Syrian Arab Republic
1310,Kian,,,Côte d'Ivoire
1311,Conrad,,,"Bonaire, Sint Eustatius and Saba"
1312,Amelie,,,Honduras
1313,Stanley,,,Greece
1314,Araceli,,,China
1315,Aryanna,,,Jordan
1316,Augustus,,,Suriname
1317,Charlie,,,Dominica
1318,Cleveland,,,Burundi
1319,Carlos,,,Algeria
1320,Urban,,,Lao People's Democratic Republic
1321,Christop,,,"Moldova, Republic of"
1322,Andrew,,,Mexico
1323,Justice,,,Italy
1324,Vivienne,,,Benin
1325,Eliza,,,Egypt
1326,Rowland,,,Portugal
1327,Bradley,,,Mozambique
1328,Evan,,,Ireland
1329,Ashlynn,,,Norfolk Island
1330,Justus,,,Bahrain
1331,Orpha,,,Netherlands
1332,Brandi,,,Russian Federation
1333,Nat,,,Bermuda
1334,Golda,,,Serbia
1335,Rosella,,,United Kingdom of Great Britain and Northern Ireland
1336,Richard,,,Tokelau
1337,Marielle,,,Finland
1338,Jayson,,,Solomon Islands
1339,Osbaldo,,,Saint Kitts and Nevis
1340,Clara,,,Finland
1341,Bertram,,,Panama
1342,Freddy,,,Eswatini
1343,Kaitlyn,,,India
1344,Guy,,,Ecuador
1345,Elva,,,Luxembourg
1346,Aimee,,,Kuwait
1347,Augustus,,,Myanmar
1348,Lesly,,,Lithuania
1349,Easton,,,Bolivia (Plurinational State of)
1350,Lavern,,,India
1351,Freeda,,,Zimbabwe
1352,Arely,,,Eritrea
1353,Zoe,,,Estonia
1354,Rosa,,,"Bonaire, Sint Eustatius and Saba"
1355,Laurine,,,Saint Martin (French part)
1356,Rylan,,,Mauritius
1357,Mina,,,Barbados
1358,Lavonne,,,Eswatini
1359,Loren,,,Czechia
1360,Kim,,,Palau
1361,Joana,,,Mongolia
1362,Sam,,,Zambia
1363,Pablo,,,Nauru
1364,Timmothy,,,Comoros
1365,Jonas,,,Myanmar
1366,Noel,,,Haiti
1367,Darby,,,United Kingdom of Great Britain and Northern Ireland
1368,Joshua,,,Nigeria
1369,Nina,,,Palau
1370,Ryleigh,,,Virgin Islands (U.S.)
1371,Virgie,,,China
1372,Samanta,,,Niger
1373,Sydnie,,,Svalbard and Jan Mayen
1374,Brionna,,,Hungary
1375,Letitia,,,Djibouti
1376,Alexane,,,Angola
1377,Jonathon,,,Kyrgyzstan
1378,Sarah,,,Netherlands
1379,Sebastian,,,Curaçao
1380,Rex,,,Albania
1381,Susana,,,Canada
1382,Ignatius,,,Afghanistan
1383,Monica,,,South Africa
1384,Daphney,,,Congo
1385,Mossie,,,Myanmar
1386,Elisa,,,Mozambique
1387,Markus,,,Uruguay
1388,Hector,,,Eritrea
1389,Granville,,,Sint Maarten (Dutch part)
1390,Hellen,,,Christmas Island
1391,Cortez,,,Saint Vincent and the Grenadines
1392,Lenora,,,Mauritius
1393,Einar,,,Nauru
1394,Bo,,,Chad
1395,Marge,,,India
1396,Wilburn,,,Finland
1397,Vita,,,Tuvalu
1398,Lila,,,Pakistan
1399,Verna,,,Antarctica
1400,Edmund,,,Hong Kong
1401,Art,,,Canada
1402,Harvey,,,Honduras
1403,Hassan,,,Puerto Rico
1404,Davion,,,Somalia
1405,Ivory,,,Saint Vincent and the Grenadines
1406,Delfina,,,Cyprus
1407,Bertrand,,,Estonia
1408,Judge,,,Namibia
1409,Ezequiel,,,Virgin Islands (U.S.)
1410,Garland,,,Åland Islands
1411,Josiane,,,"Moldova, Republic of"
1412,Evans,,,Israel
1413,Rico,,,Malaysia
1414,Quinten,,,Bangladesh
1415,Warren,,,Angola
1416,Albert,,,Tokelau
1417,Roy,,,Iraq
1418,Morton,,,Yemen
1419,Loraine,,,Dominican Republic
1420,Brandy,,,United Arab Emirates
1421,Dell,,,Egypt
1422,Aylin,,,Isle of Man
1423,Enoch,,,Papua New Guinea
1424,Patrick,,,Portugal
1425,Veronica,,,Jamaica
1426,Janessa,,,Denmark
1427,Mervin,,,Kenya
1428,Melba,,,Lithuania
1429,Laverne,,,Italy
1430,Eula,,,Western Sahara
1431,Ben,,,Saint Pierre and Miquelon
1432,Kenyon,,,France
1433,Tess,,,Bangladesh
1434,Georgianna,,,Paraguay
1435,Jackeline,,,Chile
1436,Reggie,,,Djibouti
1437,Laurel,,,Grenada
1438,Winona,,,Paraguay
1439,Virgie,,,France
1440,Fredrick,,,Greece
1441,Roy,,,Antarctica
1442,Katlyn,,,Bhutan
1443,Lilla,,,Jersey
1444,Ellsworth,,,Belarus
1445,Emie,,,San Marino
1446,Lavina,,,Maldives
1447,Marquise,,,Mexico
1448,Bettye,,,Dominican Republic
1449,Tamara,,,Trinidad and Tobago
1450,Angel,,,Malawi
1451,Roslyn,,,Albania
1452,Domenic,,,Western Sahara
1453,Alisha,,,Saint Lucia
1454,Jessyca,,,Korea (Democratic People's Republic of)
1455,Sterling,,,Albania
1456,Pearl,,,Belgium
1457,Nyah,,,Latvia
1458,Lucile,,,Palau
1459,Esmeralda,,,Tajikistan
1460,Jonathan,,,Bouvet Island
1461,Samanta,,,Tunisia
1462,Emie,,,Holy See
1463,Beth,,,Belize
1464,Era,,,Israel
1465,Sim,,,Canada
1466,Rowland,,,Montserrat
1467,Eulalia,,,Falkland Islands (Malvinas)
1468,Idell,,,Niger
1469,Lauryn,,,Malta
1470,Jensen,,,Gibraltar
1471,Lillian,,,Venezuela (Bolivarian Republic of)
1472,Carmine,,,Slovakia
1473,Aiyana,,,"Saint Helena, Ascension and Tristan da Cunha"
1474,Elva,,,Tokelau
1475,Elisa,,,Switzerland
1476,Twila,,,Ireland
1477,Brook,,,Niger
1478,Kip,,,Cameroon
1479,Armando,,,Liechtenstein
1480,Vesta,,,Mali
1481,Brook,,,Mauritania
1482,Sean,,,Yemen
1483,Kallie,,,Bahrain
1484,Fleta,,,"Bonaire, Sint Eustatius and Saba"
1485,Garrett,,,French Southern Territories
1486,Queen,,,Seychelles
1487,Haylee,,,Papua New Guinea
1488,Kyler,,,Hungary
1489,Queenie,,,Armenia
1490,Ashtyn,,,Zambia
1491,Roslyn,,,Mali
1492,Jimmie,,,Martinique
1493,Warren,,,Mayotte
1494,Lourdes,,,Syrian Arab Republic
1495,Kasandra,,,French Guiana
1496,Devonte,,,Sint Maarten (Dutch part)
1497,Chelsey,,,French Guiana
1498,Breanna,,,Syrian Arab Republic
1499,Crystal,,,Iran (Islamic Republic of)
1500,Briana,,,Cambodia
1501,Monty,,,Saint Barthélemy
1502,Crawford,,,Bermuda
1503,Jake,,,Morocco
1504,Maria,,,Israel
1505,Leila,,,Denmark
1506,Baron,,,Czechia
1507,Schuyler,,,Bangladesh
1508,Dillan,,,Togo
1509,Paula,,,Martinique
1510,Tristian,,,Saint Lucia
1511,Rex,,,Japan
1512,Ariane,,,Gabon
1513,Bethel,,,Saint Vincent and the Grenadines
1514,Ida,,,Timor-Leste
1515,Molly,,,Tuvalu
1516,Ivah,,,Indonesia
1517,Joelle,,,Costa Rica
1518,William,,,Guyana
1519,Abraham,,,Bahrain
1520,Mia,,,Eswatini
1521,Marilyne,,,Mauritania
1522,Julien,,,Andorra
1523,Kelvin,,,Iceland
1524,Jeffery,,,Eritrea
1525,Nicolas,,,Poland
1526,Linda,,,Mauritius
1527,Herminio,,,Croatia
1528,Wilfredo,,,Isle of Man
1529,Bria,,,Belarus
1530,Ben,,,Angola
1531,Cole,,,Senegal
1532,Haskell,,,Latvia
1533,Tad,,,Tokelau
1534,Merl,,,Djibouti
1535,Murphy,,,Germany
1536,Bailee,,,Sierra Leone
1537,Nikki,,,Seychelles
1538,Gerson,,,Guatemala
1539,Dena,,,Central African Republic
1540,Noemy,,,Jordan
1541,Christy,,,"Palestine, State of"
1542,Lucy,,,Chile
1543,Nicolas,,,China
1544,Nichole,,,Nauru
1545,Hector,,,Panama
1546,Edd,,,Kuwait
1547,Meagan,,,Liberia
1548,Abraham,,,Burundi
1549,Juana,,,Jersey
1550,Nasir,,,Turks and Caicos Islands
1551,Laisha,,,Isle of Man
1552,Evie,,,"Bonaire, Sint Eustatius and Saba"
1553,Rose,,,Saint Kitts and Nevis
1554,Greyson,,,China
1555,Ana,,,India
1556,Jaylin,,,Lesotho
1557,Jillian,,,American Samoa
1558,Alan,,,Mali
1559,Rosemarie,,,Finland
1560,Meggie,,,Uruguay
1561,Merle,,,Ireland
1562,Hank,,,Uruguay
1563,Camylle,,,Hong Kong
1564,Patrick,,,Saudi Arabia
1565,Chloe,,,Guyana
1566,Mary,,,Curaçao
1567,Dee,,,Sao Tome and Principe
1568,Pierre,,,Norfolk Island
1569,Dannie,,,Colombia
1570,Gertrude,,,British Indian Ocean Territory
1571,Monty,,,Zimbabwe
1572,Teagan,,,Côte d'Ivoire
1573,Patsy,,,Burundi
1574,Mollie,,,Italy
1575,Noel,,,Kiribati
1576,Toy,,,Georgia
1577,Eve,,,Falkland Islands (Malvinas)
1578,Malinda,,,Cyprus
1579,Kenna,,,Armenia
1580,Rowan,,,Niger
1581,Gwen,,,Gabon
1582,Yasmeen,,,Djibouti
1583,Johnpaul,,,Curaçao
1584,Aglae,,,United Kingdom of Great Britain and Northern Ireland
1585,Lew,,,Burundi
1586,Charity,,,Luxembourg
1587,Ubaldo,,,"Congo, Democratic Republic of the"
1588,Grayson,,,Morocco
1589,Melvin,,,"Taiwan, Province of China"
1590,Gaylord,,,Bermuda
1591,Annabelle,,,Dominica
1592,Nora,,,Liberia
1593,Vivian,,,Croatia
1594,Christiana,,,Tuvalu
1595,Gladyce,,,Saint Pierre and Miquelon
1596,Jermey,,,Argentina
1597,Joe,,,Grenada
1598,Herminia,,,Croatia
1599,Eduardo,,,Fiji
1600,Guadalupe,,,Bahrain
1601,Shania,,,South Sudan
1602,Fannie,,,Tonga
1603,Jerald,,,Belize
1604,Walter,,,Zambia
1605,Skye,,,Micronesia (Federated States of)
1606,Betty,,,Virgin Islands (British)
1607,Clark,,,Denmark
1608,Rogers,,,San Marino
1609,Althea,,,Austria
1610,Eli,,,Costa Rica
1611,Missouri,,,Belize
1612,Lew,,,Singapore
1613,Eulah,,,American Samoa
1614,Lukas,,,Tokelau
1615,Cathy,,,Canada
1616,Martine,,,Bermuda
1617,Hilario,,,Dominican Republic
1618,Daisy,,,Norway
1619,Santina,,,Afghanistan
1620,Keven,,,Iceland
1621,Ana,,,South Africa
1622,Russel,,,Ethiopia
1623,Marquise,,,Sweden
1624,Janelle,,,Haiti
1625,Lyric,,,Micronesia (Federated States of)
1626,Schuyler,,,Micronesia (Federated States of)
1627,Elisabeth,,,Costa Rica
1628,Dagmar,,,Canada
1629,Gaylord,,,Viet Nam
1630,Dennis,,,Nauru
1631,Ellie,,,El Salvador
1632,Evangeline,,,Qatar
1633,Rickey,,,Tuvalu
1634,Wilfredo,,,Kyrgyzstan
1635,Wilfredo,,,Isle of Man
1636,Florian,,,Zambia
1637,Columbus,,,Nigeria
1638,Rahsaan,,,Japan
1639,Jean,,,Turkey
1640,Doyle,,,El Salvador
1641,Hermann,,,United Kingdom of Great Britain and Northern Ireland
1642,Aubrey,,,Cuba
1643,Rebeka,,,Bermuda
1644,Ewell,,,Armenia
1645,Kristopher,,,Guinea-Bissau
1646,Jimmie,,,Gambia
1647,Stacy,,,United Kingdom of Great Britain and Northern Ireland
1648,Godfrey,,,Switzerland
1649,Emelia,,,Luxembourg
1650,Schuyler,,,Guernsey
1651,Omari,,,Kiribati
1652,Jayce,,,Jersey
1653,Jewell,,,Suriname
1654,Tatum,,,Chile
1655,Clarabelle,,,Indonesia
1656,Frances,,,Dominica
1657,Emmanuel,,,Saint Kitts and Nevis
1658,Elmore,,,Saint Martin (French part)
1659,Mauricio,,,"Bonaire, Sint Eustatius and Saba"
1660,Marlene,,,Wallis and Futuna
1661,Olaf,,,Suriname
1662,Richard,,,Venezuela (Bolivarian Republic of)
1663,Peter,,,Portugal
1664,Natalia,,,Montserrat
1665,Adrien,,,"Congo, Democratic Republic of the"
1666,Arnoldo,,,Haiti
1667,Hershel,,,Brazil
1668,Vickie,,,South Africa
1669,Ewell,,,Somalia
1670,Tavares,,,Myanmar
1671,Angelica,,,Bosnia and Herzegovina
1672,Marlene,,,Angola
1673,Nellie,,,Tuvalu
1674,Wilfredo,,,Russian Federation
1675,Aryanna,,,Åland Islands
1676,Ivah,,,Russian Federation
1677,Dayne,,,Monaco
1678,Mohamed,,,Andorra
1679,Nyah,,,Zimbabwe
1680,Annabell,,,Morocco
1681,Murray,,,Congo
1682,Darrel,,,Vanuatu
1683,Quentin,,,Timor-Leste
1684,Dedrick,,,French Polynesia
1685,Celine,,,Malta
1686,Crystal,,,Latvia
1687,Charley,,,Togo
1688,Sophia,,,Cabo Verde
1689,Savannah,,,Costa Rica
1690,Judah,,,Syrian Arab Republic
1691,Brianne,,,Egypt
1692,Aidan,,,Timor-Leste
1693,Gino,,,Dominica
1694,Hank,,,Russian Federation
1695,Heidi,,,Ghana
1696,Jeffery,,,"Palestine, State of"
1697,Santos,,,Maldives
1698,Ernestina,,,Liechtenstein
1699,Cory,,,Tajikistan
1700,Ottilie,,,Turkmenistan
1701,Ulises,,,Burundi
1702,Horacio,,,Uruguay
1703,Quinten,,,Rwanda
1704,Margot,,,Tunisia
1705,Breanne,,,Tunisia
1706,Felix,,,South Sudan
1707,Teresa,,,Armenia
1708,Dixie,,,Italy
1709,Tina,,,Ethiopia
1710,Sydnee,,,Kiribati
1711,Maybelle,,,Gambia
1712,Alessandra,Bakersfield,South Carolina,United States of America
1713,Nakia,,,Isle of Man
1714,Lucy,,,Egypt
1715,Lavinia,,,"Palestine, State of"
1716,Luis,,,Sudan
1717,Jenifer,,,Holy See
